********************************************************************************
product = Open Liberty 22.0.0.1 (wlp-1.0.60.cl220120220103-1900)
wlp.install.dir = D:/Facultate/Java/demo/target/liberty/wlp/
java.home = C:\Program Files\Java\jdk-17.0.1
java.version = 17.0.1
java.runtime = Java(TM) SE Runtime Environment (17.0.1+12-LTS-39)
os = Windows 10 (10.0; amd64) (en_US)
process = 4620@DESKTOP-EQQIBCR
********************************************************************************
[1/19/22, 22:31:34:768 EET] 00000039 io.jaegertracing.Configuration                               I Initialized tracer=JaegerTracer(version=Java-1.5.0, serviceName=demo, reporter=RemoteReporter(sender=UdpSender(host=localhost, port=6831), closeEnqueueTimeout=1000), sampler=RemoteControlledSampler(maxOperations=2000, manager=HttpSamplingManager(hostPort=localhost:5778), sampler=ProbabilisticSampler(tags={sampler.type=probabilistic, sampler.param=0.001})), tags={hostname=DESKTOP-EQQIBCR, jaeger.version=Java-1.5.0, ip=192.168.1.23}, zipkinSharedRpcSpan=false, expandExceptionLogs=false, useTraceId128Bit=false)
[1/19/22, 22:31:34:769 EET] 00000039 m.ibm.ws.microprofile.opentracing.jaeger.JaegerTracerFactory I CWMOT1001I: A JaegerTracer instance was created for the demo application.  Tracing information is sent to localhost:6831.
[1/19/22, 22:31:35:189 EET] 00000039 SystemOut                                                    O Formular de Consimtamant.pdf
[1/19/22, 22:31:35:189 EET] 00000039 SystemOut                                                    O GDPR SCPA.pdf
[1/19/22, 22:31:35:189 EET] 00000039 SystemOut                                                    O buletin-580x414.png
[1/19/22, 22:31:35:189 EET] 00000039 SystemOut                                                    O hw2 (2).pdf
[1/19/22, 22:31:35:189 EET] 00000039 SystemOut                                                    O MP_FII-ISS-SD2_20_22_19.01.2022.pdf
[1/19/22, 22:36:07:960 EET] 00000056 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:42:55:098 EET] 0000006e com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:42:55:270 EET] 0000006e com.ibm.ws.webcontainer.servlet                              I SRVE0253I: [demo] [/] [com.example.demo.DemoRestApplication]: Destroy successful.
[1/19/22, 22:42:55:324 EET] 0000006e com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:42:55:379 EET] 0000006e com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
[1/19/22, 22:42:55:379 EET] 0000006e bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:42:55:556 EET] 0000002e com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:42:57:480 EET] 0000006e io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:42:58:468 EET] 0000006e com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:42:58:469 EET] 0000006e com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:42:58:469 EET] 0000006e com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:42:58:471 EET] 0000007b com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:42:58:471 EET] 0000007b com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:42:58:503 EET] 0000007b com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 3.125 seconds.
[1/19/22, 22:42:58:607 EET] 0000006e com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:46:23:703 EET] 00000067 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:46:23:709 EET] 00000067 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:46:23:717 EET] 00000067 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
[1/19/22, 22:46:23:717 EET] 00000067 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:46:23:780 EET] 00000074 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:46:26:298 EET] 00000067 io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:46:28:050 EET] 00000067 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:46:28:050 EET] 00000067 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:46:28:050 EET] 00000067 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:46:28:052 EET] 0000006c com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:46:28:053 EET] 0000006c com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:46:28:072 EET] 0000006c com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 4.355 seconds.
[1/19/22, 22:46:28:339 EET] 00000057 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:46:53:586 EET] 00000029 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:46:53:593 EET] 00000029 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:46:53:612 EET] 00000029 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
